gameId,gameDate,month,bookTotal,f5Total_book,modelF5Total_synth,synth_reconstructed,diff_synth_book
2251446,2026-07-23,2026-07,8.0,4.5,4.5,4.5,0.0
2251447,2026-07-23,2026-07,7.5,3.5,4.0,4.0,0.5
2251448,2026-07-23,2026-07,8.5,4.5,4.5,4.5,0.0
2251449,2026-07-23,2026-07,8.5,0.5,4.5,4.5,4.0
2251450,2026-07-24,2026-07,8.5,4.5,4.5,4.5,0.0
2251451,2026-07-24,2026-07,7.5,3.5,4.5,4.0,1.0
2251452,2026-07-24,2026-07,8.0,0.5,4.5,4.5,4.0
2251453,2026-07-24,2026-07,7.5,3.5,4.5,4.0,1.0
2251454,2026-07-24,2026-07,8.5,4.5,5.0,4.5,0.5
2251455,2026-07-24,2026-07,9.0,2.5,5.0,5.0,2.5
2251456,2026-07-24,2026-07,7.0,4.5,4.0,4.0,-0.5
2251457,2026-07-24,2026-07,9.0,4.5,4.5,5.0,0.0
2251458,2026-07-24,2026-07,9.0,3.5,5.0,5.0,1.5
2251459,2026-07-24,2026-07,9.0,5.5,4.5,5.0,-1.0
2251460,2026-07-24,2026-07,7.5,3.5,4.0,4.0,0.5
2251461,2026-07-24,2026-07,9.5,5.5,5.5,5.5,0.0
2251462,2026-07-24,2026-07,8.0,4.5,4.5,4.5,0.0
2251463,2026-07-24,2026-07,8.5,4.5,4.5,4.5,0.0
2252284,2026-03-26,2026-03,9.0,4.5,5.0,5.0,0.5
2252293,2026-03-27,2026-03,8.5,4.5,4.5,4.5,0.0
2252307,2026-03-28,2026-03,8.5,4.5,4.5,4.5,0.0
2252334,2026-03-30,2026-03,9.0,5.5,5.0,5.0,-0.5
2252360,2026-04-01,2026-04,7.5,3.5,4.0,4.0,0.5
2252367,2026-04-02,2026-04,9.0,4.5,5.0,5.0,0.5
2252381,2026-04-03,2026-04,9.0,4.5,5.0,5.0,0.5
2252394,2026-04-04,2026-04,9.5,5.5,5.5,5.5,0.0
2252411,2026-04-05,2026-04,9.0,5.5,5.0,5.0,-0.5
2252434,2026-04-07,2026-04,7.0,3.5,4.0,4.0,0.5
2252454,2026-04-08,2026-04,7.5,4.5,4.0,4.0,-0.5
2252459,2026-04-09,2026-04,6.5,3.5,3.5,3.5,0.0
2252463,2026-04-10,2026-04,8.0,4.5,4.5,4.5,0.0
2252477,2026-04-11,2026-04,9.0,4.5,5.0,5.0,0.5
2252493,2026-04-12,2026-04,8.0,4.5,4.5,4.5,0.0
2252508,2026-04-13,2026-04,9.0,4.5,5.0,5.0,0.5
2252517,2026-04-14,2026-04,9.0,4.5,5.0,5.0,0.5
2252532,2026-04-15,2026-04,9.5,4.5,5.5,5.5,1.0
2252570,2026-04-17,2026-04,8.5,4.5,4.5,4.5,0.0
2252600,2026-04-19,2026-04,8.0,4.5,4.5,4.5,0.0
2252640,2026-04-22,2026-04,9.0,5.5,5.0,5.0,-0.5
2252691,2026-04-26,2026-04,15.0,8.5,8.5,8.5,0.0
2252713,2026-04-28,2026-04,8.0,4.5,4.5,4.5,0.0
2252739,2026-04-30,2026-04,7.0,3.5,4.0,4.0,0.5
2252742,2026-05-01,2026-05,7.0,3.5,4.0,4.0,0.5
2252780,2026-05-03,2026-05,12.0,6.5,6.5,6.5,0.0
2252811,2026-05-05,2026-05,9.0,4.5,5.0,5.0,0.5
2252849,2026-05-08,2026-05,9.0,4.5,4.5,5.0,0.0
2252864,2026-05-09,2026-05,9.5,5.5,4.5,5.5,-1.0
2252879,2026-05-10,2026-05,8.5,4.5,4.5,4.5,0.0
2252886,2026-05-11,2026-05,8.0,4.5,4.5,4.5,0.0
2252915,2026-05-13,2026-05,8.0,4.5,4.5,4.5,0.0
2252941,2026-05-15,2026-05,11.5,6.5,6.5,6.5,0.0
2252947,2026-05-16,2026-05,11.5,6.5,6.5,6.5,0.0
2252971,2026-05-17,2026-05,10.5,5.5,6.0,6.0,0.5
2252987,2026-05-18,2026-05,9.0,4.5,5.0,5.0,0.5
2253038,2026-05-22,2026-05,9.0,5.5,5.0,5.0,-0.5
2253055,2026-05-23,2026-05,9.5,5.5,5.5,5.5,0.0
2253067,2026-05-24,2026-05,9.0,7.5,5.5,5.0,-2.0
2253076,2026-05-25,2026-05,7.5,4.5,4.0,4.0,-0.5
2253097,2026-05-26,2026-05,8.0,4.5,4.5,4.5,0.0
2253103,2026-05-27,2026-05,7.5,3.5,4.0,4.0,0.5
2253162,2026-05-31,2026-05,7.5,4.5,4.0,4.0,-0.5
2253172,2026-06-01,2026-06,8.5,4.5,5.0,4.5,0.5
2253187,2026-06-02,2026-06,9.0,5.5,5.5,5.0,0.0
2253491,2026-07-23,2026-07,8.0,5.5,4.5,4.5,-1.0
2253695,2026-07-10,2026-07,9.0,5.5,4.5,5.0,-1.0
2253711,2026-07-11,2026-07,8.5,4.5,5.0,4.5,0.5
2253725,2026-07-12,2026-07,9.5,5.5,5.5,5.5,0.0
2253740,2026-07-17,2026-07,9.0,4.5,5.5,5.0,1.0
2253749,2026-07-18,2026-07,8.5,4.5,4.5,4.5,0.0
2253770,2026-07-19,2026-07,9.0,4.5,5.0,5.0,0.5
2253784,2026-07-20,2026-07,9.0,5.5,5.0,5.0,-0.5
2253800,2026-07-21,2026-07,9.5,5.5,5.5,5.5,0.0
2253806,2026-07-22,2026-07,8.5,4.5,5.0,4.5,0.5
2253825,2026-07-24,2026-07,9.5,5.5,5.5,5.5,0.0
3270003,2026-04-30,2026-04,8.5,5.5,4.5,4.5,-1.0
3270004,2026-04-30,2026-04,7.0,4.5,4.0,4.0,-0.5
